CF_Label,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,N,Radius_scaled
115,12.0,1.0,6.0,0.0,1.0,5.0,1,0.0
116,22.0,1.0,11.0,0.0,5.0,3.0,1,0.0
117,8.0,3.0,19.0,0.0,2.0,3.0,1,0.0
118,15.0,5.0,14.0,0.0,4.0,11.0,1,0.0
119,2.0,4.0,9.0,0.0,4.0,5.0,1,0.0
120,3.0,2.0,12.0,0.0,1.0,9.0,1,0.0
121,23.0,1.0,7.0,0.0,4.0,24.0,1,0.0
122,21.0,12.0,12.0,0.0,3.0,3.0,1,0.0
123,110.0,0.0,5.0,2.0,0.0,3.0,1,0.0
124,55.0,0.0,6.0,2.0,0.0,4.0,2,0.0
125,13.0,1.0,29.0,3.0,0.0,7.0,1,0.0
126,512.0,0.0,46.0,0.0,0.0,47.0,2,0.18468231080716851
127,25.0,5.0,19.0,7.0,0.0,23.0,1,0.0
128,516.0,0.0,23.5,0.0,0.0,67.5,2,0.06581606242649413
129,207.0,26.0,447.0,75.0,0.0,126.5,2,0.0
130,41.0,1.0,6.0,2.0,0.0,5.0,1,0.0
131,352.0,0.0,27.0,10.0,0.0,15.0,2,0.0
132,220.0,0.0,33.0,3.0,0.0,23.0,1,0.0
133,53.0,1.0,34.0,2.0,0.0,16.0,1,0.0
134,888.0,0.0,57.0,0.0,0.0,76.0,1,0.0
135,25.0,0.0,8.0,2.0,0.0,2.0,2,0.0
136,483.0,0.0,556.0,120.5,0.0,12.0,1,0.0
137,604.0,0.0,100.0,19.0,0.0,28.0,1,0.0
138,30.333333333333332,0.0,7.333333333333333,2.0,0.0,6.0,3,0.04168903126187975
139,755.0,0.0,70.5,11.0,0.0,94.75,2,0.16492768618156173
140,6.0,0.0,2.0,2.0,0.0,1.0,1,0.0
141,117.0,0.0,22.0,13.0,0.0,30.0,1,0.0
142,460.0,0.0,24.0,6.0,0.0,4.0,3,0.0025111759796664916
143,3.0,0.0,5.0,13.0,0.0,1.0,1,0.0
144,436.0,0.0,42.0,6.5,0.0,38.0,2,0.14255800390048876
145,63.0,0.0,21.0,7.0,0.0,12.0,1,0.0
146,306.0,0.0,34.5,8.5,0.0,108.75,2,0.17372251394883953
147,4.0,1.0,5.0,2.0,0.0,4.0,1,0.0
148,8.5,0.0,7.5,2.0,0.0,1.0,2,0.09828452987651698
149,12.0,0.0,13.0,2.0,0.0,10.0,2,0.0
150,32.0,0.0,5.0,2.0,0.0,8.0,1,0.0
151,33.5,0.0,8.5,2.5,0.0,4.0,2,0.1757253559749993
152,9.0,0.0,7.0,2.0,0.0,4.0,1,0.0
153,46.0,0.0,40.0,3.0,0.0,3.0,1,0.0
154,58.0,0.0,18.0,2.0,0.0,10.0,1,0.0
155,35.0,0.0,13.0,2.0,0.0,2.0,1,0.0
156,27.5,0.0,9.5,2.5,0.0,14.5,2,0.10669655163972971
157,384.0,0.0,102.0,21.0,32.0,5.0,2,0.0
158,738.0,0.0,232.0,13.0,20.0,50.0,2,0.0
159,363.3333333333333,0.0,100.66666666666667,19.0,7.333333333333333,102.33333333333333,3,0.12873346107890127
160,410.0,0.0,59.0,19.0,9.0,44.0,1,0.0
161,145.0,0.0,19.0,2.0,1.0,35.0,2,0.11641528867904133
162,210.2,0.0,41.8,4.6,2.2,15.4,5,0.19414484623926648
163,196.0,0.0,512.0,33.0,81.0,54.0,1,0.0
164,792.0,0.0,275.0,45.0,45.0,126.0,1,0.0
165,429.0,0.0,120.0,23.0,27.0,125.33333333333333,3,0.17835486432294215
166,404.6666666666667,0.0,540.6666666666666,113.33333333333333,28.333333333333332,21.0,3,0.18733539718513206
167,970.3333333333334,0.0,522.0,106.16666666666667,32.333333333333336,42.333333333333336,3,0.07993069777506223
168,1302.3333333333333,0.0,295.0,43.333333333333336,48.333333333333336,16.0,3,0.15451184067426263
169,428.75,0.0,211.25,104.0,68.5,102.875,4,0.15096396155114908
170,235.0,0.0,235.0,19.0,4.0,126.5,1,0.0
171,102.0,0.0,12.0,2.0,1.0,4.5,2,0.134944345304808
172,522.0,0.0,257.0,32.0,16.0,66.0,1,0.0
173,161.0,0.0,253.0,120.5,81.0,122.0,1,0.0
174,112.0,0.0,6.0,2.0,1.0,14.0,1,0.0
175,1047.0,0.0,140.0,67.0,38.0,126.5,1,0.0
176,417.0,0.0,31.0,8.5,6.0,51.5,2,0.176354321071034
177,98.0,0.0,106.0,49.0,10.0,106.0,2,0.0
178,721.0,0.0,152.0,119.0,50.0,50.0,1,0.0
179,509.0,0.0,65.0,7.0,11.0,5.0,1,0.0
180,471.0,0.0,487.0,120.5,72.5,126.5,2,0.06781712075581212
181,68.0,0.0,226.0,51.0,81.0,68.0,1,0.0
182,1253.0,0.0,447.0,23.0,71.0,35.0,1,0.0
183,1230.0,0.0,396.0,120.5,81.0,126.5,1,0.0
184,152.0,0.0,84.5,10.0,10.0,72.0,2,0.1523110868235706
185,400.3333333333333,0.0,143.0,6.666666666666667,16.333333333333332,29.0,3,0.17449575634085293
186,1298.0,0.0,70.0,37.0,14.0,42.0,1,0.0
187,303.0,0.0,280.0,60.0,81.0,15.0,1,0.0
188,1205.0,0.0,235.0,19.0,14.0,126.5,1,0.0
189,274.0,0.0,21.0,4.0,6.0,15.0,1,0.0
190,347.0,0.0,35.0,4.0,3.0,7.0,1,0.0
191,765.5,0.0,80.5,11.0,8.0,101.75,2,0.1447924610438237
192,490.0,0.0,184.0,10.0,28.0,21.0,1,0.0
193,736.3333333333334,0.0,133.0,11.333333333333334,8.333333333333334,35.333333333333336,3,0.07298979899687014
194,293.0,0.0,124.0,120.5,81.0,52.0,1,0.0
195,1073.0,0.0,250.0,120.5,14.0,14.0,1,0.0
196,275.0,0.0,86.0,10.0,23.0,66.0,1,0.0
197,383.0,0.0,53.0,6.0,4.0,40.0,1,0.0
198,693.0,0.0,231.5,78.5,63.5,30.0,2,0.17533149715950155
199,264.0,0.0,21.0,12.0,6.0,126.5,1,0.0
200,154.0,0.0,50.0,6.0,11.0,37.0,2,0.0
201,14.0,0.0,24.0,3.0,3.0,2.0,2,0.0
202,28.0,0.0,6.0,1.0,1.0,13.0,1,0.0
203,28.8,0.0,17.0,2.0,1.2,2.6,5,0.19915292705203855
204,9.777777777777779,0.0,7.555555555555555,3.0,1.0,4.888888888888889,9,0.1984640237885801
205,13.5,0.0,6.5,3.0,3.5,6.0,2,0.19174557741913606
206,19.75,0.0,14.5,5.75,3.25,2.25,4,0.16855240072711283
207,16.6,0.0,8.0,4.4,2.0,19.6,5,0.09460295078053517
208,39.0,0.0,56.0,20.0,8.0,14.0,2,0.0
209,38.5,0.0,14.5,2.5,1.5,13.0,2,0.18807235335874245
210,13.0,0.0,13.333333333333334,6.666666666666667,4.0,8.0,3,0.17825930564914214
211,70.0,0.0,11.0,2.0,8.0,23.0,1,0.0
212,2.0,0.0,6.0,8.0,6.0,5.0,1,0.0
213,25.0,0.0,22.0,2.0,3.0,5.0,1,0.0
214,2.0,0.0,8.0,2.0,2.0,3.0,1,0.0
215,8.333333333333334,0.0,6.0,2.3333333333333335,1.0,1.0,3,0.15543070828239466
216,65.0,0.0,46.0,4.0,3.0,20.0,1,0.0
217,16.333333333333332,0.0,27.0,4.333333333333333,3.6666666666666665,15.333333333333334,3,0.19711914757998447
218,14.0,0.0,15.0,5.0,2.5,5.0,2,0.11219414667697222
219,2.0,0.0,7.0,3.0,7.0,10.0,1,0.0
220,7.0,0.0,12.0,13.0,7.0,32.0,1,0.0
221,4.0,0.0,16.0,17.0,4.0,4.0,1,0.0
222,9.5,0.0,13.5,2.0,3.5,9.0,2,0.1273870786314979
223,59.0,0.0,11.0,4.0,2.0,5.0,1,0.0
224,11.0,0.0,16.0,7.0,6.0,21.0,1,0.0
225,74.0,0.0,42.0,2.0,1.0,6.0,1,0.0
226,23.0,0.0,26.0,7.0,15.0,3.0,1,0.0
227,10.0,0.0,11.0,17.0,29.0,29.0,1,0.0
228,62.0,0.0,22.0,3.0,1.0,26.0,1,0.0
229,24.0,0.0,27.0,8.0,30.0,10.0,1,0.0
230,32.0,0.0,8.0,23.0,4.0,18.0,3,1.5700924586837752e-16
231,38.0,0.0,12.0,3.0,1.0,1.0,1,0.0
232,6.0,0.0,5.0,2.0,1.0,2.0,1,0.0
233,31.0,0.0,6.0,2.0,1.0,5.0,1,0.0
234,46.0,0.0,30.0,12.0,1.0,30.0,1,0.0
235,5.0,0.0,1.0,1.0,1.0,1.0,1,0.0
236,28.0,0.0,13.0,4.0,2.0,8.0,1,0.0
237,45.0,0.0,16.0,2.0,1.0,6.0,1,0.0
238,22.0,0.0,6.0,6.0,2.0,6.0,1,0.0
239,20.0,0.0,14.0,7.0,3.0,1.0,1,0.0
240,11.0,0.0,36.0,15.0,5.0,12.0,1,0.0
241,2.0,0.0,9.0,3.0,6.0,2.0,1,0.0
242,8.5,0.0,1.0,0.0,0.0,0.0,2,0.13306937878270067
243,28.0,1.5,12.5,0.0,0.0,0.0,2,0.111383304184946
244,47.0,1.0,6.0,0.0,0.0,12.0,1,0.0
245,182.0,4.0,33.0,0.0,0.0,66.0,1,0.0
246,787.0,20.0,204.0,0.0,0.0,92.0,1,0.0
247,30.2,0.0,4.6,0.0,0.0,0.0,5,0.15998222513892218
248,979.5,11.5,181.0,0.0,0.0,23.5,2,0.13506845276964255
249,540.3333333333334,5.0,38.333333333333336,0.0,0.0,11.0,3,0.1839810130997369
250,11.75,0.0,4.0,0.0,0.0,0.0,4,0.1732888246743572
251,27.0,2.0,10.0,0.0,0.0,1.0,2,0.0
252,167.0,2.0,89.0,0.0,0.0,34.0,1,0.0
253,6.0,0.0,4.0,0.0,0.0,0.0,1,0.0
254,8.75,1.25,5.25,0.0,0.0,1.0,4,0.1634179471043774
255,12.0,1.0,3.0,0.0,0.0,7.0,1,0.0
256,22.0,3.0,18.0,0.0,0.0,11.0,1,0.0
257,3.0,6.0,7.0,0.0,0.0,3.0,1,0.0
258,28.5,1.0,11.333333333333334,0.0,0.0,3.5,6,0.1945692196616698
259,350.0,3.0,39.0,0.0,0.0,19.0,1,0.0
260,349.0,7.0,35.0,0.0,0.0,47.0,1,0.0
261,4.666666666666667,1.0,9.0,0.0,0.0,1.0,3,0.10556567776854536
262,13.0,4.0,20.0,0.0,0.0,1.0,1,0.0
263,2.0,1.0,1.0,0.0,0.0,1.0,1,0.0
264,216.0,2.0,6.0,0.0,0.0,9.0,1,0.0
265,194.0,2.0,56.0,0.0,0.0,0.0,2,0.0
266,16.5,3.0,11.5,0.0,0.0,22.0,2,0.15729807634773244
267,16.0,1.0,2.0,0.0,0.0,1.0,1,0.0
268,26.5,1.0,8.5,0.0,0.0,11.0,2,0.14761335977445128
269,641.0,7.0,56.0,0.0,0.0,28.0,1,0.0
270,1462.0,16.0,128.0,0.0,0.0,126.5,1,0.0
271,10.0,3.0,3.0,0.0,0.0,0.0,1,0.0
272,71.0,1.0,16.0,0.0,0.0,9.0,1,0.0
273,158.0,35.0,179.0,0.0,0.0,125.0,1,0.0
274,4.0,2.0,5.0,0.0,0.0,5.0,1,0.0
275,799.0,0.0,84.25,0.0,0.0,27.25,4,0.18726806303097693
276,131.0,0.0,16.0,0.0,0.0,4.5,2,0.04648934618643551
277,135.0,9.0,39.0,4.0,0.0,7.0,1,0.0
278,445.0,0.0,92.0,0.0,0.0,56.5,2,0.167226997463593
279,56.0,0.0,13.666666666666666,0.0,0.0,4.333333333333333,6,0.1786504576090934
280,9.5,0.0,3.0,0.0,0.0,4.0,2,0.03002793778420744
281,63.0,0.0,6.666666666666667,0.0,0.0,4.666666666666667,3,0.17807155329257798
282,59.0,0.0,12.0,0.0,0.0,48.0,1,0.0
283,27.0,0.0,11.6,0.0,0.0,2.4,5,0.17464343155210693
284,2.0,0.0,5.0,2.0,0.0,1.0,1,0.0
285,40.0,0.0,2.0,0.0,0.0,5.25,4,0.10818111156938445
286,13.7,0.0,3.8,0.0,0.0,1.1,10,0.18115998572816705
287,7.8,0.0,3.2,0.0,0.0,1.2,5,0.1789177682550241
288,27.166666666666668,0.0,7.166666666666667,0.0,0.0,3.0,6,0.1468834506479174
289,450.6,0.0,26.8,0.0,0.0,7.0,5,0.17772550325421874
290,26.666666666666668,0.0,6.666666666666667,0.0,0.0,1.0,3,0.15688624709096588
291,1092.0,0.0,52.125,0.0,0.0,34.0,8,0.12396864410151343
292,1048.0,0.0,217.0,0.0,0.0,12.0,1,0.0
293,69.83333333333333,0.0,13.833333333333334,0.0,0.0,9.0,6,0.14572782981997315
294,53.8,0.0,22.0,0.0,0.0,28.8,5,0.18796799070739073
295,13.75,0.0,1.75,0.0,0.0,6.5,4,0.13788819255650753
296,13.333333333333334,0.0,3.6666666666666665,0.0,0.0,3.6666666666666665,3,0.14224923305578854
297,206.5,0.0,8.0,0.0,0.0,2.0,2,0.14121524505014926
298,52.714285714285715,0.0,10.142857142857142,0.0,0.0,1.7142857142857142,7,0.16640245131810386
299,16.333333333333332,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,3,0.1460003260011766
300,872.6666666666666,0.0,62.333333333333336,0.0,0.0,126.5,3,0.11764522332992224
301,76.0,0.0,7.0,0.0,0.0,16.0,1,0.0
302,410.0,0.0,24.333333333333332,0.0,0.0,19.666666666666668,3,0.05190387030820955
303,30.666666666666668,0.0,3.6666666666666665,0.0,0.0,11.333333333333334,3,0.17987022277679332
304,73.0,0.0,3.0,0.0,0.0,7.0,2,0.13167329713302517
305,14.0,0.0,16.0,0.0,0.0,6.0,1,0.0
306,260.5,0.0,15.0,0.0,0.0,24.5,2,0.10221908409099795
307,6.333333333333333,0.0,5.666666666666667,0.0,0.0,1.3333333333333333,3,0.1698199557077825
308,9.5,0.0,6.5,0.0,0.0,8.0,2,0.11108986217576039
309,25.5,0.0,10.0,0.0,0.0,10.5,2,0.09891996865730605
310,37.0,0.0,17.0,0.0,0.0,3.0,2,0.0
311,1000.0,0.0,76.0,0.0,0.0,10.0,1,0.0
312,245.33333333333334,0.0,23.666666666666668,0.0,0.0,10.333333333333334,3,0.15883719782064928
313,308.0,0.0,73.0,0.0,0.0,23.0,1,0.0
314,32.0,0.0,2.0,0.0,0.0,1.5,2,0.14369937238821867
315,582.0,0.0,65.0,0.0,0.0,13.0,1,0.0
316,17.0,0.0,4.666666666666667,0.0,0.0,9.0,3,0.09569968238081777
317,17.0,0.0,9.0,0.0,0.0,1.0,1,0.0
318,159.0,0.0,120.0,0.0,0.0,126.5,1,0.0
319,144.0,0.0,7.0,0.0,0.0,6.0,1,0.0
320,159.5,0.0,22.5,0.0,0.0,21.0,2,0.06300115484414041
321,4.5,0.0,3.5,0.0,0.0,5.0,2,0.10029894034316966
322,4.0,0.0,2.0,0.0,0.0,2.0,1,0.0
323,790.75,74.0,517.0,21.0,62.75,0.0,4,0.1663759881169595
324,796.0,14.0,556.0,38.0,44.0,0.0,1,0.0
325,6.0,1.0,8.0,2.5,0.0,0.0,2,0.18479248686963837
326,37.0,0.0,46.0,4.0,3.0,0.0,1,0.0
327,620.5,22.5,467.0,14.5,34.0,0.0,2,0.16791548710140475
328,26.0,3.0,13.0,2.0,10.0,0.0,1,0.0
329,529.0,0.0,356.0,63.0,28.0,0.0,2,0.0
330,1478.0,19.0,403.0,0.0,19.0,0.0,2,0.0
331,25.0,6.0,25.0,6.0,0.0,0.0,1,0.0
332,130.0,30.0,168.0,20.0,34.0,0.0,1,0.0
333,993.5,0.0,530.5,58.5,45.25,0.0,4,0.16107811816843084
334,680.0,11.0,392.0,75.0,0.0,0.0,1,0.0
335,412.0,12.0,546.0,78.0,81.0,0.0,1,0.0
336,34.0,1.0,19.0,2.0,7.0,0.0,1,0.0
337,18.333333333333332,2.3333333333333335,17.666666666666668,3.6666666666666665,1.0,0.0,3,0.19501769449501022
338,1308.0,0.0,396.0,23.0,0.0,0.0,1,0.0
339,81.0,1.0,31.0,2.0,1.0,0.0,1,0.0
340,38.0,1.0,24.0,0.0,0.0,0.0,1,0.0
341,5.0,0.0,8.0,2.0,0.0,0.0,1,0.0
342,291.0,10.0,556.0,84.0,10.0,0.0,1,0.0
343,73.0,57.0,100.0,71.0,15.0,0.0,1,0.0
344,89.0,0.0,11.5,0.0,1.0,0.0,2,0.17700602160171552
345,5.0,3.0,4.0,4.0,1.0,0.0,1,0.0
346,18.0,10.0,3.0,3.0,5.0,0.0,1,0.0
347,6.0,3.0,12.0,6.0,1.0,0.0,1,0.0
348,710.0,15.0,30.0,20.0,0.0,0.0,1,0.0
349,1285.0,81.0,556.0,28.0,21.0,0.0,1,0.0
350,4.0,2.0,5.0,2.0,0.0,0.0,1,0.0
351,71.0,0.0,13.0,3.0,1.0,0.0,1,0.0
352,28.0,0.0,9.0,3.0,0.0,0.0,1,0.0
353,9.0,1.0,2.0,3.0,2.0,0.0,1,0.0
354,1.0,1.0,556.0,1.0,1.0,1.0,1,0.0
355,20.0,2.0,556.0,1.0,2.0,1.0,1,0.0
356,55.0,16.0,556.0,17.0,3.0,4.0,1,0.0
357,1.0,0.0,556.0,2.0,1.0,1.0,1,0.0
358,32.0,2.0,556.0,12.0,4.0,22.0,1,0.0
359,9.0,1.0,6.0,2.5,1.0,8.5,2,0.17869570974504106
360,9.75,4.75,20.0,8.25,3.25,6.0,4,0.18492485897782607
361,7.0,3.5,9.5,2.25,2.0,4.5,4,0.19455017282970039
362,4.0,1.5,13.0,3.0,2.0,15.5,2,0.17968982113196402
363,12.0,6.0,20.0,30.0,1.0,3.0,1,0.0
364,3.0,1.0,6.5,2.0,1.0,1.5,2,0.1803569873629647
365,17.0,8.0,14.0,10.0,4.0,3.0,1,0.0
366,7.0,3.0,10.0,8.0,1.0,7.0,1,0.0
367,10.0,1.0,18.0,10.0,4.0,7.0,1,0.0
368,3.5,1.0,9.5,5.0,2.5,2.5,2,0.1795663779992025
369,18.75,1.0,7.75,2.0,1.0,1.25,4,0.19373048738197493
370,16.0,2.5,12.0,9.5,7.5,5.0,2,0.19353463584219788
371,9.333333333333334,4.0,14.333333333333334,5.0,4.666666666666667,1.3333333333333333,3,0.16448812759085316
372,23.333333333333332,3.0,21.666666666666668,7.333333333333333,7.0,2.6666666666666665,3,0.19811027866808775
373,18.0,2.0,30.5,7.5,3.0,4.0,2,0.1565517019024414
374,5.0,1.0,13.0,3.0,5.0,1.0,1,0.0
375,10.333333333333334,2.3333333333333335,16.333333333333332,2.3333333333333335,2.0,7.333333333333333,3,0.1886681902586358
376,20.0,1.0,28.0,3.0,3.0,2.0,1,0.0
377,6.0,2.0,15.0,6.0,6.0,3.0,1,0.0
378,22.5,1.0,12.5,9.5,2.5,5.0,2,0.19921374279752374
379,10.0,5.0,28.0,11.0,1.0,8.0,1,0.0
380,22.0,3.0,21.333333333333332,3.0,1.0,4.333333333333333,3,0.2140356165615488
381,45.0,2.0,26.0,4.0,1.0,1.0,1,0.0
382,31.0,4.0,29.0,3.0,3.0,4.5,2,0.20050626200097366
383,16.75,2.25,18.0,3.0,2.5,5.25,4,0.1758653225136603
384,51.0,4.0,24.0,4.0,7.0,1.0,1,0.0
385,19.0,4.0,12.0,2.0,2.0,6.0,1,0.0
386,5.5,1.5,8.0,2.0,1.0,4.5,2,0.11878349542753382
387,8.5,3.5,15.0,2.5,4.0,2.5,2,0.13246524675779311
388,50.0,1.0,27.0,6.0,7.0,1.0,1,0.0
389,10.5,1.0,22.5,2.0,1.5,2.5,2,0.14888287714352275
390,6.0,7.0,17.0,13.0,4.5,3.0,2,0.16654607301642382
391,18.0,7.0,34.0,10.0,2.0,3.0,1,0.0
392,12.0,1.0,16.0,4.0,1.0,3.0,1,0.0
393,13.0,3.0,17.0,7.0,3.0,3.0,1,0.0
